store,item,date,current_sales,baseline_sales,uplift_pct,uplift_amount,performance_category,performance_by_amount,is_top_performer,is_underperformer,has_actual_data
1,7,2019-01-01,52.78368017524644,47.5053121577218,11.11,5.28,Average Performer,$+5.28 (+11.1% from baseline),False,False,True
4,29,2019-01-01,73.24370208105148,65.91933187294633,11.11,7.32,Average Performer,$+7.32 (+11.1% from baseline),False,False,True
1,35,2019-01-01,59.49507119386637,53.545564074479735,11.11,5.95,Average Performer,$+5.95 (+11.1% from baseline),False,False,True
9,21,2019-01-01,42.575027382256295,38.31752464403067,11.11,4.26,Average Performer,$+4.26 (+11.1% from baseline),False,False,True
4,11,2019-01-01,73.40087623220154,66.06078860898138,11.11,7.34,Average Performer,$+7.34 (+11.1% from baseline),False,False,True
3,5,2019-01-01,20.857612267250822,18.77185104052574,11.11,2.09,Average Performer,$+2.09 (+11.1% from baseline),False,False,True
4,4,2019-01-01,23.086527929901425,20.777875136911284,11.11,2.31,Average Performer,$+2.31 (+11.1% from baseline),False,False,True
6,7,2019-01-01,44.59912376779847,40.13921139101862,11.11,4.46,Average Performer,$+4.46 (+11.1% from baseline),False,False,True
1,28,2019-01-01,79.56681270536693,71.61013143483024,11.11,7.96,Average Performer,$+7.96 (+11.1% from baseline),False,False,True
4,17,2019-01-01,34.55202628696605,31.096823658269443,11.11,3.46,Average Performer,$+3.46 (+11.1% from baseline),False,False,True
2,19,2019-01-01,51.81982475355969,46.63784227820373,11.11,5.18,Average Performer,$+5.18 (+11.1% from baseline),False,False,True
1,1,2019-01-01,19.971522453450163,17.974370208105146,11.11,2.0,Average Performer,$+2.00 (+11.1% from baseline),False,False,True
10,26,2019-01-01,53.71741511500548,48.345673603504935,11.11,5.37,Average Performer,$+5.37 (+11.1% from baseline),False,False,True
4,34,2019-01-01,27.001095290251918,24.300985761226727,11.11,2.7,Average Performer,$+2.70 (+11.1% from baseline),False,False,True
4,8,2019-01-01,80.81982475355969,72.73784227820371,11.11,8.08,Average Performer,$+8.08 (+11.1% from baseline),False,False,True
1,42,2019-01-01,33.10569550930997,29.79512595837897,11.11,3.31,Average Performer,$+3.31 (+11.1% from baseline),False,False,True
5,49,2019-01-01,22.37185104052574,20.134665936473166,11.11,2.24,Average Performer,$+2.24 (+11.1% from baseline),False,False,True
7,23,2019-01-01,20.243702081051477,18.21933187294633,11.11,2.02,Average Performer,$+2.02 (+11.1% from baseline),False,False,True
5,44,2019-01-01,22.41511500547645,20.173603504928806,11.11,2.24,Average Performer,$+2.24 (+11.1% from baseline),False,False,True
1,30,2019-01-01,36.31818181818182,32.68636363636364,11.11,3.63,Average Performer,$+3.63 (+11.1% from baseline),False,False,True
1,15,2019-01-01,79.68072289156626,71.71265060240964,11.11,7.97,Average Performer,$+7.97 (+11.1% from baseline),False,False,True
1,14,2019-01-01,53.14895947426068,47.83406352683461,11.11,5.31,Average Performer,$+5.31 (+11.1% from baseline),False,False,True
8,2,2019-01-01,71.6566265060241,64.49096385542168,11.11,7.17,Average Performer,$+7.17 (+11.1% from baseline),False,False,True
7,37,2019-01-01,20.249726177437022,18.22475355969332,11.11,2.02,Average Performer,$+2.02 (+11.1% from baseline),False,False,True
5,40,2019-01-01,22.109529025191677,19.89857612267251,11.11,2.21,Average Performer,$+2.21 (+11.1% from baseline),False,False,True
5,5,2019-01-01,14.086527929901424,12.67787513691128,11.11,1.41,Average Performer,$+1.41 (+11.1% from baseline),False,False,True
8,5,2019-01-01,22.427710843373493,20.184939759036144,11.11,2.24,Average Performer,$+2.24 (+11.1% from baseline),False,False,True
2,6,2019-01-01,74.94523548740416,67.45071193866374,11.11,7.49,Average Performer,$+7.49 (+11.1% from baseline),False,False,True
7,42,2019-01-01,25.43592552026287,22.892332968236584,11.11,2.54,Average Performer,$+2.54 (+11.1% from baseline),False,False,True
2,21,2019-01-01,51.75629791894852,46.58066812705367,11.11,5.18,Average Performer,$+5.18 (+11.1% from baseline),False,False,True
6,15,2019-01-02,66.66867469879519,60.001807228915666,11.11,6.67,Average Performer,$+6.67 (+11.1% from baseline),False,False,True
9,41,2019-01-02,23.191128148959475,20.872015334063526,11.11,2.32,Average Performer,$+2.32 (+11.1% from baseline),False,False,True
10,20,2019-01-02,53.23986856516977,47.9158817086528,11.11,5.32,Average Performer,$+5.32 (+11.1% from baseline),False,False,True
10,25,2019-01-02,90.49507119386638,81.44556407447975,11.11,9.05,Average Performer,$+9.05 (+11.1% from baseline),False,False,True
6,36,2019-01-02,58.86199342825849,52.97579408543264,11.11,5.89,Average Performer,$+5.89 (+11.1% from baseline),False,False,True
9,11,2019-01-02,73.16867469879519,65.85180722891567,11.11,7.32,Average Performer,$+7.32 (+11.1% from baseline),False,False,True
1,35,2019-01-02,59.49507119386637,53.545564074479735,11.11,5.95,Average Performer,$+5.95 (+11.1% from baseline),False,False,True
9,4,2019-01-02,23.150054764512596,20.835049288061338,11.11,2.32,Average Performer,$+2.32 (+11.1% from baseline),False,False,True
6,15,2019-01-02,66.66867469879519,60.001807228915666,11.11,6.67,Average Performer,$+6.67 (+11.1% from baseline),False,False,True
8,37,2019-01-02,36.02738225629792,32.42464403066813,11.11,3.6,Average Performer,$+3.60 (+11.1% from baseline),False,False,True
3,11,2019-01-02,79.29134720700986,71.36221248630888,11.11,7.93,Average Performer,$+7.93 (+11.1% from baseline),False,False,True
9,3,2019-01-02,38.53504928806134,34.681544359255206,11.11,3.85,Average Performer,$+3.85 (+11.1% from baseline),False,False,True
5,23,2019-01-02,22.348849945235486,20.11396495071194,11.11,2.23,Average Performer,$+2.23 (+11.1% from baseline),False,False,True
6,28,2019-01-02,66.460569550931,59.8145125958379,11.11,6.65,Average Performer,$+6.65 (+11.1% from baseline),False,False,True
8,36,2019-01-02,94.3658269441402,84.92924424972618,11.11,9.44,Average Performer,$+9.44 (+11.1% from baseline),False,False,True
2,28,2019-01-02,112.63800657174151,101.37420591456737,11.11,11.26,Average Performer,$+11.26 (+11.1% from baseline),False,False,True
3,35,2019-01-02,74.62322015334064,67.16089813800657,11.11,7.46,Average Performer,$+7.46 (+11.1% from baseline),False,False,True
2,45,2019-01-02,103.38116100766703,93.04304490690033,11.11,10.34,Average Performer,$+10.34 (+11.1% from baseline),False,False,True
7,44,2019-01-02,20.44633077765608,18.401697699890473,11.11,2.04,Average Performer,$+2.04 (+11.1% from baseline),False,False,True
8,14,2019-01-02,71.60295728368017,64.44266155531216,11.11,7.16,Average Performer,$+7.16 (+11.1% from baseline),False,False,True
3,12,2019-01-02,79.08378970427164,71.17541073384447,11.11,7.91,Average Performer,$+7.91 (+11.1% from baseline),False,False,True
4,12,2019-01-02,73.10295728368017,65.79266155531215,11.11,7.31,Average Performer,$+7.31 (+11.1% from baseline),False,False,True
6,26,2019-01-02,36.157721796276014,32.54194961664842,11.11,3.62,Average Performer,$+3.62 (+11.1% from baseline),False,False,True
3,44,2019-01-02,33.38608981380066,30.047480832420593,11.11,3.34,Average Performer,$+3.34 (+11.1% from baseline),False,False,True
9,1,2019-01-02,23.325848849945235,20.99326396495071,11.11,2.33,Average Performer,$+2.33 (+11.1% from baseline),False,False,True
2,4,2019-01-02,28.234939759036145,25.41144578313253,11.11,2.82,Average Performer,$+2.82 (+11.1% from baseline),False,False,True
6,8,2019-01-02,58.3855421686747,52.546987951807225,11.11,5.84,Average Performer,$+5.84 (+11.1% from baseline),False,False,True
8,2,2019-01-02,71.6566265060241,64.49096385542168,11.11,7.17,Average Performer,$+7.17 (+11.1% from baseline),False,False,True
3,25,2019-01-02,91.8395399780942,82.65558598028478,11.11,9.18,Average Performer,$+9.18 (+11.1% from baseline),False,False,True
10,33,2019-01-02,78.36473165388828,70.52825848849946,11.11,7.84,Average Performer,$+7.84 (+11.1% from baseline),False,False,True
4,42,2019-01-02,38.539978094194964,34.68598028477547,11.11,3.85,Average Performer,$+3.85 (+11.1% from baseline),False,False,True
10,11,2019-01-02,78.27217962760132,70.44496166484119,11.11,7.83,Average Performer,$+7.83 (+11.1% from baseline),False,False,True
8,33,2019-01-02,85.34501642935378,76.8105147864184,11.11,8.53,Average Performer,$+8.53 (+11.1% from baseline),False,False,True
10,18,2019-01-02,94.71960569550932,85.24764512595839,11.11,9.47,Average Performer,$+9.47 (+11.1% from baseline),False,False,True
10,23,2019-01-02,33.100219058050385,29.790197152245348,11.11,3.31,Average Performer,$+3.31 (+11.1% from baseline),False,False,True
6,1,2019-01-02,16.717962760131435,15.046166484118292,11.11,1.67,Average Performer,$+1.67 (+11.1% from baseline),False,False,True
3,49,2019-01-02,33.25958378970427,29.933625410733846,11.11,3.33,Average Performer,$+3.33 (+11.1% from baseline),False,False,True
7,24,2019-01-02,45.7447973713034,41.17031763417306,11.11,4.57,Average Performer,$+4.57 (+11.1% from baseline),False,False,True
4,16,2019-01-02,27.176889375684556,24.459200438116103,11.11,2.72,Average Performer,$+2.72 (+11.1% from baseline),False,False,True
1,10,2019-01-02,66.35432639649507,59.71889375684556,11.11,6.64,Average Performer,$+6.64 (+11.1% from baseline),False,False,True
8,26,2019-01-02,58.62212486308872,52.75991237677985,11.11,5.86,Average Performer,$+5.86 (+11.1% from baseline),False,False,True
7,1,2019-01-02,15.159364731653888,13.6434282584885,11.11,1.52,Average Performer,$+1.52 (+11.1% from baseline),False,False,True
9,15,2019-01-02,93.13745892661555,83.823713033954,11.11,9.31,Average Performer,$+9.31 (+11.1% from baseline),False,False,True
10,7,2019-01-02,65.80777656078861,59.22699890470975,11.11,6.58,Average Performer,$+6.58 (+11.1% from baseline),False,False,True
10,13,2019-01-02,94.68455640744797,85.21610076670318,11.11,9.47,Average Performer,$+9.47 (+11.1% from baseline),False,False,True
7,13,2019-01-03,58.547645125958375,52.69288061336254,11.11,5.85,Average Performer,$+5.85 (+11.1% from baseline),False,False,True
10,19,2019-01-03,45.36473165388828,40.82825848849945,11.11,4.54,Average Performer,$+4.54 (+11.1% from baseline),False,False,True
1,10,2019-01-03,66.35432639649507,59.71889375684556,11.11,6.64,Average Performer,$+6.64 (+11.1% from baseline),False,False,True
10,18,2019-01-03,94.71960569550932,85.24764512595839,11.11,9.47,Average Performer,$+9.47 (+11.1% from baseline),False,False,True
8,41,2019-01-03,27.03614457831325,24.332530120481927,11.11,2.7,Average Performer,$+2.70 (+11.1% from baseline),False,False,True
5,32,2019-01-03,33.25739320920044,29.931653888280394,11.11,3.33,Average Performer,$+3.33 (+11.1% from baseline),False,False,True
4,44,2019-01-03,30.95235487404162,27.85711938663746,11.11,3.1,Average Performer,$+3.10 (+11.1% from baseline),False,False,True
9,3,2019-01-03,38.53504928806134,34.681544359255206,11.11,3.85,Average Performer,$+3.85 (+11.1% from baseline),False,False,True
1,44,2019-01-03,26.59419496166484,23.934775465498358,11.11,2.66,Average Performer,$+2.66 (+11.1% from baseline),False,False,True
10,38,2019-01-03,90.1013143483023,81.09118291347207,11.11,9.01,Average Performer,$+9.01 (+11.1% from baseline),False,False,True
2,10,2019-01-03,94.09748083242059,84.68773274917854,11.11,9.41,Average Performer,$+9.41 (+11.1% from baseline),False,False,True
8,9,2019-01-03,63.19331872946331,56.87398685651698,11.11,6.32,Average Performer,$+6.32 (+11.1% from baseline),False,False,True
5,45,2019-01-03,61.427163198247534,55.284446878422784,11.11,6.14,Average Performer,$+6.14 (+11.1% from baseline),False,False,True
6,1,2019-01-03,16.717962760131435,15.046166484118292,11.11,1.67,Average Performer,$+1.67 (+11.1% from baseline),False,False,True
1,7,2019-01-03,52.78368017524644,47.5053121577218,11.11,5.28,Average Performer,$+5.28 (+11.1% from baseline),False,False,True
8,39,2019-01-03,53.74589266155531,48.37130339539978,11.11,5.37,Average Performer,$+5.37 (+11.1% from baseline),False,False,True
3,32,2019-01-03,50.039430449069,45.035487404162104,11.11,5.0,Average Performer,$+5.00 (+11.1% from baseline),False,False,True
4,16,2019-01-03,27.176889375684556,24.459200438116103,11.11,2.72,Average Performer,$+2.72 (+11.1% from baseline),False,False,True
9,31,2019-01-03,61.604052573932094,55.443647316538886,11.11,6.16,Average Performer,$+6.16 (+11.1% from baseline),False,False,True
2,27,2019-01-03,28.338992332968235,25.505093099671413,11.11,2.83,Average Performer,$+2.83 (+11.1% from baseline),False,False,True
4,16,2019-01-03,27.176889375684556,24.459200438116103,11.11,2.72,Average Performer,$+2.72 (+11.1% from baseline),False,False,True
9,43,2019-01-03,54.15279299014239,48.73751369112815,11.11,5.42,Average Performer,$+5.42 (+11.1% from baseline),False,False,True
4,9,2019-01-03,54.04381161007667,48.63943044906901,11.11,5.4,Average Performer,$+5.40 (+11.1% from baseline),False,False,True
7,41,2019-01-03,15.471522453450165,13.924370208105149,11.11,1.55,Average Performer,$+1.55 (+11.1% from baseline),False,False,True
3,7,2019-01-03,66.64786418400877,59.983077765607895,11.11,6.66,Average Performer,$+6.66 (+11.1% from baseline),False,False,True
2,15,2019-01-03,112.578860898138,101.32097480832421,11.11,11.26,Average Performer,$+11.26 (+11.1% from baseline),False,False,True
2,3,2019-01-03,46.99233296823658,42.293099671412925,11.11,4.7,Average Performer,$+4.70 (+11.1% from baseline),False,False,True
8,9,2019-01-03,63.19331872946331,56.87398685651698,11.11,6.32,Average Performer,$+6.32 (+11.1% from baseline),False,False,True
10,38,2019-01-03,90.1013143483023,81.09118291347207,11.11,9.01,Average Performer,$+9.01 (+11.1% from baseline),False,False,True
3,35,2019-01-03,74.62322015334064,67.16089813800657,11.11,7.46,Average Performer,$+7.46 (+11.1% from baseline),False,False,True
1,27,2019-01-03,20.05093099671413,18.045837897042716,11.11,2.01,Average Performer,$+2.01 (+11.1% from baseline),False,False,True
4,30,2019-01-03,42.48849945235487,38.23964950711939,11.11,4.25,Average Performer,$+4.25 (+11.1% from baseline),False,False,True
6,23,2019-01-03,22.246440306681272,20.021796276013145,11.11,2.22,Average Performer,$+2.22 (+11.1% from baseline),False,False,True
5,29,2019-01-03,52.775465498357065,47.49791894852136,11.11,5.28,Average Performer,$+5.28 (+11.1% from baseline),False,False,True
10,14,2019-01-03,66.10021905805039,59.49019715224535,11.11,6.61,Average Performer,$+6.61 (+11.1% from baseline),False,False,True
9,7,2019-01-03,61.812157721796275,55.63094194961665,11.11,6.18,Average Performer,$+6.18 (+11.1% from baseline),False,False,True
9,43,2019-01-03,54.15279299014239,48.73751369112815,11.11,5.42,Average Performer,$+5.42 (+11.1% from baseline),False,False,True
8,21,2019-01-03,49.65334063526834,44.68800657174151,11.11,4.97,Average Performer,$+4.97 (+11.1% from baseline),False,False,True
6,44,2019-01-03,22.322562979189485,20.090306681270537,11.11,2.23,Average Performer,$+2.23 (+11.1% from baseline),False,False,True
1,41,2019-01-03,20.00273822562979,18.002464403066814,11.11,2.0,Average Performer,$+2.00 (+11.1% from baseline),False,False,True
10,37,2019-01-03,32.77601314348302,29.498411829134717,11.11,3.28,Average Performer,$+3.28 (+11.1% from baseline),False,False,True
6,36,2019-01-04,58.86199342825849,52.97579408543264,11.11,5.89,Average Performer,$+5.89 (+11.1% from baseline),False,False,True
6,34,2019-01-04,19.657721796276014,17.691949616648415,11.11,1.97,Average Performer,$+1.97 (+11.1% from baseline),False,False,True
4,45,2019-01-04,84.68729463307777,76.21856516976999,11.11,8.47,Average Performer,$+8.47 (+11.1% from baseline),False,False,True
4,50,2019-01-04,68.92168674698796,62.029518072289164,11.11,6.89,Average Performer,$+6.89 (+11.1% from baseline),False,False,True
10,49,2019-01-04,33.032311062431546,29.729079956188393,11.11,3.3,Average Performer,$+3.30 (+11.1% from baseline),False,False,True
2,20,2019-01-04,60.97809419496166,54.8802847754655,11.11,6.1,Average Performer,$+6.10 (+11.1% from baseline),False,False,True
3,45,2019-01-04,91.85104052573932,82.66593647316539,11.11,9.19,Average Performer,$+9.19 (+11.1% from baseline),False,False,True
8,22,2019-01-04,98.91456736035049,89.02311062431544,11.11,9.89,Average Performer,$+9.89 (+11.1% from baseline),False,False,True
6,32,2019-01-04,33.443044906900326,30.098740416210294,11.11,3.34,Average Performer,$+3.34 (+11.1% from baseline),False,False,True
3,17,2019-01-04,37.75301204819277,33.977710843373494,11.11,3.78,Average Performer,$+3.78 (+11.1% from baseline),False,False,True
1,6,2019-01-04,53.06078860898138,47.75470974808324,11.11,5.31,Average Performer,$+5.31 (+11.1% from baseline),False,False,True
9,25,2019-01-04,85.13691128148959,76.62322015334063,11.11,8.51,Average Performer,$+8.51 (+11.1% from baseline),False,False,True
4,50,2019-01-04,68.92168674698796,62.029518072289164,11.11,6.89,Average Performer,$+6.89 (+11.1% from baseline),False,False,True
8,2,2019-01-04,71.6566265060241,64.49096385542168,11.11,7.17,Average Performer,$+7.17 (+11.1% from baseline),False,False,True
9,27,2019-01-04,23.3723986856517,21.03515881708653,11.11,2.34,Average Performer,$+2.34 (+11.1% from baseline),False,False,True
2,40,2019-01-04,37.57064622124863,33.813581599123765,11.11,3.76,Average Performer,$+3.76 (+11.1% from baseline),False,False,True
7,14,2019-01-04,41.02245345016429,36.920208105147864,11.11,4.1,Average Performer,$+4.10 (+11.1% from baseline),False,False,True
6,8,2019-01-04,58.3855421686747,52.546987951807225,11.11,5.84,Average Performer,$+5.84 (+11.1% from baseline),False,False,True
8,26,2019-01-04,58.62212486308872,52.75991237677985,11.11,5.86,Average Performer,$+5.86 (+11.1% from baseline),False,False,True
5,35,2019-01-04,50.1829134720701,45.16462212486309,11.11,5.02,Average Performer,$+5.02 (+11.1% from baseline),False,False,True
5,43,2019-01-04,39.1631982475356,35.24687842278204,11.11,3.92,Average Performer,$+3.92 (+11.1% from baseline),False,False,True
3,2,2019-01-04,66.80449069003286,60.124041621029576,11.11,6.68,Average Performer,$+6.68 (+11.1% from baseline),False,False,True
9,27,2019-01-04,23.3723986856517,21.03515881708653,11.11,2.34,Average Performer,$+2.34 (+11.1% from baseline),False,False,True
8,9,2019-01-04,63.19331872946331,56.87398685651698,11.11,6.32,Average Performer,$+6.32 (+11.1% from baseline),False,False,True
6,41,2019-01-04,16.60733844468784,14.946604600219057,11.11,1.66,Average Performer,$+1.66 (+11.1% from baseline),False,False,True
4,41,2019-01-04,23.168127053669224,20.851314348302303,11.11,2.32,Average Performer,$+2.32 (+11.1% from baseline),False,False,True
5,42,2019-01-04,27.730558598028477,24.957502738225628,11.11,2.77,Average Performer,$+2.77 (+11.1% from baseline),False,False,True
4,14,2019-01-04,61.75684556407448,55.581161007667035,11.11,6.18,Average Performer,$+6.18 (+11.1% from baseline),False,False,True
10,33,2019-01-04,78.36473165388828,70.52825848849946,11.11,7.84,Average Performer,$+7.84 (+11.1% from baseline),False,False,True
9,14,2019-01-04,61.45837897042716,55.312541073384445,11.11,6.15,Average Performer,$+6.15 (+11.1% from baseline),False,False,True
10,28,2019-01-04,98.76615553121577,88.88953997809419,11.11,9.88,Average Performer,$+9.88 (+11.1% from baseline),False,False,True
4,11,2019-01-04,73.40087623220154,66.06078860898138,11.11,7.34,Average Performer,$+7.34 (+11.1% from baseline),False,False,True
4,43,2019-01-04,54.01861993428258,48.61675794085433,11.11,5.4,Average Performer,$+5.40 (+11.1% from baseline),False,False,True
10,1,2019-01-04,24.736035049288063,22.262431544359256,11.11,2.47,Average Performer,$+2.47 (+11.1% from baseline),False,False,True
10,16,2019-01-04,28.690032858707557,25.821029572836803,11.11,2.87,Average Performer,$+2.87 (+11.1% from baseline),False,False,True
7,24,2019-01-04,45.7447973713034,41.17031763417306,11.11,4.57,Average Performer,$+4.57 (+11.1% from baseline),False,False,True
2,26,2019-01-05,61.10350492880613,54.99315443592552,11.11,6.11,Average Performer,$+6.11 (+11.1% from baseline),False,False,True
7,31,2019-01-05,41.015334063526836,36.91380065717416,11.11,4.1,Average Performer,$+4.10 (+11.1% from baseline),False,False,True
5,35,2019-01-05,50.1829134720701,45.16462212486309,11.11,5.02,Average Performer,$+5.02 (+11.1% from baseline),False,False,True
10,46,2019-01-05,66.04654983570646,59.44189485213581,11.11,6.6,Average Performer,$+6.60 (+11.1% from baseline),False,False,True
7,44,2019-01-05,20.44633077765608,18.401697699890473,11.11,2.04,Average Performer,$+2.04 (+11.1% from baseline),False,False,True
6,12,2019-01-05,52.872398685651696,47.58515881708653,11.11,5.29,Average Performer,$+5.29 (+11.1% from baseline),False,False,True
3,35,2019-01-05,74.62322015334064,67.16089813800657,11.11,7.46,Average Performer,$+7.46 (+11.1% from baseline),False,False,True
10,33,2019-01-05,78.36473165388828,70.52825848849946,11.11,7.84,Average Performer,$+7.84 (+11.1% from baseline),False,False,True
10,47,2019-01-05,24.755750273822564,22.280175246440308,11.11,2.48,Average Performer,$+2.48 (+11.1% from baseline),False,False,True
9,31,2019-01-05,61.604052573932094,55.443647316538886,11.11,6.16,Average Performer,$+6.16 (+11.1% from baseline),False,False,True
2,21,2019-01-05,51.75629791894852,46.58066812705367,11.11,5.18,Average Performer,$+5.18 (+11.1% from baseline),False,False,True
3,4,2019-01-05,25.116100766703177,22.60449069003286,11.11,2.51,Average Performer,$+2.51 (+11.1% from baseline),False,False,True
7,1,2019-01-05,15.159364731653888,13.6434282584885,11.11,1.52,Average Performer,$+1.52 (+11.1% from baseline),False,False,True
8,28,2019-01-05,107.8132530120482,97.03192771084338,11.11,10.78,Average Performer,$+10.78 (+11.1% from baseline),False,False,True
1,35,2019-01-05,59.49507119386637,53.545564074479735,11.11,5.95,Average Performer,$+5.95 (+11.1% from baseline),False,False,True
3,34,2019-01-05,29.092004381161008,26.182803943044906,11.11,2.91,Average Performer,$+2.91 (+11.1% from baseline),False,False,True
1,1,2019-01-05,19.971522453450163,17.974370208105146,11.11,2.0,Average Performer,$+2.00 (+11.1% from baseline),False,False,True
5,44,2019-01-05,22.41511500547645,20.173603504928806,11.11,2.24,Average Performer,$+2.24 (+11.1% from baseline),False,False,True
8,37,2019-01-05,36.02738225629792,32.42464403066813,11.11,3.6,Average Performer,$+3.60 (+11.1% from baseline),False,False,True
10,32,2019-01-05,49.3433734939759,44.409036144578316,11.11,4.93,Average Performer,$+4.93 (+11.1% from baseline),False,False,True
7,26,2019-01-05,33.01807228915663,29.716265060240964,11.11,3.3,Average Performer,$+3.30 (+11.1% from baseline),False,False,True
8,7,2019-01-05,71.73055859802848,64.55750273822564,11.11,7.17,Average Performer,$+7.17 (+11.1% from baseline),False,False,True
7,22,2019-01-05,56.02354874041621,50.42119386637459,11.11,5.6,Average Performer,$+5.60 (+11.1% from baseline),False,False,True
8,23,2019-01-05,35.991785323110626,32.39260679079956,11.11,3.6,Average Performer,$+3.60 (+11.1% from baseline),False,False,True
7,7,2019-01-05,40.70974808324206,36.63877327491786,11.11,4.07,Average Performer,$+4.07 (+11.1% from baseline),False,False,True
3,32,2019-01-05,50.039430449069,45.035487404162104,11.11,5.0,Average Performer,$+5.00 (+11.1% from baseline),False,False,True
1,26,2019-01-05,43.23603504928806,38.91243154435926,11.11,4.32,Average Performer,$+4.32 (+11.1% from baseline),False,False,True
7,26,2019-01-05,33.01807228915663,29.716265060240964,11.11,3.3,Average Performer,$+3.30 (+11.1% from baseline),False,False,True
2,39,2019-01-05,56.164293537787515,50.547864184008766,11.11,5.62,Average Performer,$+5.62 (+11.1% from baseline),False,False,True
8,34,2019-01-05,31.730558598028477,28.55750273822563,11.11,3.17,Average Performer,$+3.17 (+11.1% from baseline),False,False,True
5,28,2019-01-05,66.98083242059145,60.28274917853231,11.11,6.7,Average Performer,$+6.70 (+11.1% from baseline),False,False,True
7,16,2019-01-05,17.754107338444687,15.978696604600218,11.11,1.78,Average Performer,$+1.78 (+11.1% from baseline),False,False,True
1,26,2019-01-05,43.23603504928806,38.91243154435926,11.11,4.32,Average Performer,$+4.32 (+11.1% from baseline),False,False,True
5,32,2019-01-05,33.25739320920044,29.931653888280394,11.11,3.33,Average Performer,$+3.33 (+11.1% from baseline),False,False,True
7,40,2019-01-05,20.39485213581599,18.355366922234392,11.11,2.04,Average Performer,$+2.04 (+11.1% from baseline),False,False,True
6,44,2019-01-05,22.322562979189485,20.090306681270537,11.11,2.23,Average Performer,$+2.23 (+11.1% from baseline),False,False,True
2,4,2019-01-05,28.234939759036145,25.41144578313253,11.11,2.82,Average Performer,$+2.82 (+11.1% from baseline),False,False,True
8,13,2019-01-05,103.81982475355969,93.43784227820372,11.11,10.38,Average Performer,$+10.38 (+11.1% from baseline),False,False,True
10,24,2019-01-05,74.31763417305586,66.88587075575028,11.11,7.43,Average Performer,$+7.43 (+11.1% from baseline),False,False,True
9,27,2019-01-05,23.3723986856517,21.03515881708653,11.11,2.34,Average Performer,$+2.34 (+11.1% from baseline),False,False,True
4,30,2019-01-05,42.48849945235487,38.23964950711939,11.11,4.25,Average Performer,$+4.25 (+11.1% from baseline),False,False,True
10,8,2019-01-05,86.17688937568455,77.5592004381161,11.11,8.62,Average Performer,$+8.62 (+11.1% from baseline),False,False,True
2,9,2019-01-05,65.47809419496167,58.9302847754655,11.11,6.55,Average Performer,$+6.55 (+11.1% from baseline),False,False,True
10,1,2019-01-06,24.736035049288063,22.262431544359256,11.11,2.47,Average Performer,$+2.47 (+11.1% from baseline),False,False,True
3,32,2019-01-06,50.039430449069,45.035487404162104,11.11,5.0,Average Performer,$+5.00 (+11.1% from baseline),False,False,True
8,31,2019-01-06,71.97754654983571,64.77979189485214,11.11,7.2,Average Performer,$+7.20 (+11.1% from baseline),False,False,True
